Temporada,Grupo,Jugador,Equipo,Tot,Part,Med
2024,C.SM Reina 1/2 Final,"FAM THIAM, AWA",LOINTEK GERNIKA BIZKAIA,1,1,1
2024,C.SM Reina 1/2 Final,"BUHNER, FRIEDA MIZZI",MOVISTAR ESTUDIANTES,1,1,1
2024,C.SM Reina 1/2 Final,"ELDEBRINK, FRIDA",HOZONO GLOBAL JAIRIS,1,2,"0,5"
2024,C.SM Reina 1/2 Final,"MAWULI, STEPHANIE",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,C.SM Reina 1/2 Final,"MASSEY, BILLIE KIM",HOZONO GLOBAL JAIRIS,1,2,"0,5"
2024,C.SM Reina 1/2 Final,"ORTIZ VIVES, MARIONA",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,C.SM Reina 1/2 Final,"FRASER, BRIANNA ASHAKI",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,C.SM Reina 1/2 Final,"BIBBY, CHLOE LOUISE",SPAR GIRONA,1,2,"0,5"
2024,C.SM Reina 1/2 Final,"TATE, IMANI TY LEAH",SPAR GIRONA,1,2,"0,5"
2024,C.SM Reina 1/2 Final,"PUEYO MELCHOR, HELENA",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,C.SM Reina 1/2 Final,"FASOULA, MARIA EMMANOUELA",PERFUMERIAS AVENIDA,1,2,"0,5"
2024,C.SM Reina 1/4 Final,"BUHNER, FRIEDA MIZZI",MOVISTAR ESTUDIANTES,1,1,1
2024,C.SM Reina 1/4 Final,"MAWULI, STEPHANIE",CASADEMONT ZARAGOZA,1,1,1
2024,C.SM Reina 1/4 Final,"MACK, NATASHA NICOLE",SPAR GIRONA,1,1,1
2024,C.SM Reina 1/4 Final,"FAM THIAM, AWA",LOINTEK GERNIKA BIZKAIA,1,1,1
2024,C.SM Reina 1/4 Final,"MAVUNGA, TAFADZWA STEPHANIE PAULA",VALENCIA B.C.,1,1,1
2024,C.SM Reina 1/4 Final,"FASOULA, MARIA EMMANOUELA",PERFUMERIAS AVENIDA,1,1,1
2024,C.SM Reina 1/4 Final,"BERTSCH, MORGAN QUINN",HOZONO GLOBAL JAIRIS,1,1,1
2024,C.SM Reina 1/4 Final,"FRASER, BRIANNA ASHAKI",CASADEMONT ZARAGOZA,1,1,1
2024,C.SM Reina 1/4 Final,"EZEIGBO, NNEKA CHIZOBA",SPAR GRAN CANARIA,1,1,1
2024,C.SM Reina 1/4 Final,"CHERY, KENDRA MARIE-CHRISTIANE",LOINTEK GERNIKA BIZKAIA,1,1,1
2024,Supercopa Final,"MAVUNGA, TAFADZWA STEPHANIE PAULA",VALENCIA B.C.,3,2,"1,5"
2024,Supercopa Final,"GUIRANTES, ARELLA KARIN",PERFUMERIAS AVENIDA,1,1,1
2024,Supercopa Final,"MARTIN CARRION, IYANA",PERFUMERIAS AVENIDA,1,1,1
2024,Supercopa Final,"IAGUPOVA, ALINA",VALENCIA B.C.,2,2,1
2024,Supercopa Final,"NELSON, CHELSEA KEIANA",HOZONO GLOBAL JAIRIS,1,1,1
2024,Supercopa Final,"TORRENS SALOM, ALBA",VALENCIA B.C.,2,2,1
2024,Supercopa Final,"GATLING, MARKEISHA CHERTE",CASADEMONT ZARAGOZA,2,2,1
2024,Supercopa Final,"AYUSO BAGUR, AINA",HOZONO GLOBAL JAIRIS,1,1,1
2024,Supercopa Final,"HERMOSA MONREAL, NEREA",CASADEMONT ZARAGOZA,2,2,1
2024,Supercopa Final,"MAWULI, STEPHANIE",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,Supercopa Final,"FLORES COSTA, LAIA",CASADEMONT ZARAGOZA,1,2,"0,5"
2024,Supercopa Final,"VITOLA, KRISTINE",VALENCIA B.C.,1,2,"0,5"
2024,Supercopa Final,"FINGALL, NADIA ANGELIQUE",VALENCIA B.C.,1,2,"0,5"
2024,Supercopa 1/2 Final,"MAVUNGA, TAFADZWA STEPHANIE PAULA",VALENCIA B.C.,3,1,3
2024,Supercopa 1/2 Final,"HERMOSA MONREAL, NEREA",CASADEMONT ZARAGOZA,2,1,2
2024,Supercopa 1/2 Final,"AYUSO BAGUR, AINA",HOZONO GLOBAL JAIRIS,1,1,1
2024,Supercopa 1/2 Final,"GATLING, MARKEISHA CHERTE",CASADEMONT ZARAGOZA,1,1,1
2024,Supercopa 1/2 Final,"MAWULI, STEPHANIE",CASADEMONT ZARAGOZA,1,1,1
2024,Supercopa 1/2 Final,"FLORES COSTA, LAIA",CASADEMONT ZARAGOZA,1,1,1
2024,Supercopa 1/2 Final,"GUIRANTES, ARELLA KARIN",PERFUMERIAS AVENIDA,1,1,1
2024,Supercopa 1/2 Final,"MARTIN CARRION, IYANA",PERFUMERIAS AVENIDA,1,1,1
2024,Supercopa 1/2 Final,"IAGUPOVA, ALINA",VALENCIA B.C.,1,1,1
2024,Supercopa 1/2 Final,"NELSON, CHELSEA KEIANA",HOZONO GLOBAL JAIRIS,1,1,1
