Nombre;Temporada;Equipo;Partidos;Minutos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb_Ofensivos;Reb_Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion
RODRIGUEZ DOMINGUEZ, NATALIA;2022;IDK EUSKOTREN;30.0;21.45;5.27;0.83;2.03;0.41;1.0;2.7;0.37;0.6;0.73;0.82;0.8;1.77;2.57;1.07;0.57;0.67;0.17;0.07;0.0;1.3;1.3;5.93
POP, CLAUDIA MONICA;2010;C.B. OLESA;11.0;21.44;6.73;2.73;6.0;0.45;0.09;1.27;0.07;1.0;1.18;0.85;0.45;1.45;1.91;1.27;1.0;1.36;0.09;0.18;0.0;2.55;2.0;4.27
DIARRA, MAIMOUNA;2021;CAMPUS PROMETE;27.0;21.44;8.37;3.59;7.48;0.48;0.0;0.04;0.0;1.19;1.81;0.65;3.22;5.11;8.33;0.67;0.44;2.04;0.52;0.15;0.0;3.04;2.56;11.26
JUNIO MBULITO, IRIS;2013;GRAN CANARIA 2014;17.0;21.43;4.94;1.06;2.76;0.38;0.41;1.82;0.23;1.59;2.06;0.77;0.29;1.65;1.94;1.65;1.12;1.71;0.35;0.29;0.0;2.53;2.18;4.06
GIVENS, KRISI TIJANA;2017;PERFUMERIAS AVENIDA;25.0;21.43;8.88;3.12;4.96;0.63;0.64;1.88;0.34;0.72;0.8;0.9;0.64;1.64;2.28;2.2;1.96;1.52;0.04;0.12;0.0;1.36;1.12;10.32
HAYDEN, VANESSA;2005;PERFUMERIAS AVENIDA;4.0;21.41;4.5;1.75;6.75;0.26;0.0;0.0;0.0;1.0;2.25;0.44;2.5;3.25;5.75;0.25;0.75;1.5;1.5;0.0;0.0;2.75;2.25;4.5
MONTAANA GIMENO, ANNA;2008;CIUDAD ROS CASARES;25.0;21.4;9.64;2.8;5.04;0.56;0.72;1.76;0.41;1.88;2.52;0.75;1.28;2.44;3.72;3.2;1.6;2.08;0.04;0.12;0.0;1.96;2.2;12.32
THORBURN, SHONA LOUISE;2008;CLUB BALONCESTO FEVE SAN JOSE;13.0;21.4;5.54;1.31;3.85;0.34;0.46;1.15;0.4;1.54;2.15;0.71;0.62;2.69;3.31;2.23;0.69;1.54;0.15;0.08;0.0;0.85;2.38;8.0
JUNIO MBULITO, IRIS;2016;SPAR GRAN CANARIA;21.0;21.4;5.29;1.67;3.81;0.44;0.19;1.81;0.11;1.38;2.29;0.6;0.9;3.62;4.52;2.05;1.57;1.86;0.33;0.29;0.0;1.57;2.67;8.05
IRVIN, SANDORA LAVETT;2010;CADI LA SEU D´URGELL;12.0;21.39;4.0;1.58;4.83;0.33;0.0;0.42;0.0;0.83;1.25;0.67;1.5;4.75;6.25;0.42;1.08;1.67;0.58;0.33;0.0;2.42;1.33;5.17
TUDANCA ACEDO, MARTA;2015;CAMPUS PROMETE;25.0;21.39;5.92;1.68;4.28;0.39;0.52;1.96;0.27;1.0;1.52;0.66;1.2;3.0;4.2;1.4;0.76;1.76;0.0;0.32;0.0;1.12;2.04;6.56
DONAIRE MALAGELADA, ELSA;2009;CADI LA SEU D´URGELL;22.0;21.38;1.95;0.45;0.91;0.5;0.32;1.41;0.23;0.09;0.27;0.33;0.95;4.27;5.23;0.77;0.86;1.0;0.59;0.14;0.0;1.36;0.55;5.73
ANTIC, JELENA;2014;MANN-FILTER;12.0;21.38;8.58;2.67;7.25;0.37;0.58;1.58;0.37;1.5;2.25;0.67;2.17;3.58;5.75;1.5;1.17;2.0;0.08;0.33;0.0;2.42;1.92;7.92
WASHINGTON, DELICIA TYRAE;2024;IDK EUSKOTREN;22.0;21.38;8.59;2.82;6.45;0.44;0.36;1.64;0.22;1.86;2.55;0.73;1.18;3.36;4.55;1.59;0.86;1.45;0.23;0.14;0.0;1.59;2.27;9.45
MOLINA PRADOS MARTIN BURO, JUANA MARIA;2016;CAMPUS PROMETE LF1;24.0;21.37;5.71;1.21;2.96;0.41;0.83;3.38;0.25;0.79;1.0;0.79;0.25;2.58;2.83;1.67;0.79;1.58;0.0;0.08;0.0;1.33;2.08;5.58
SAMUELSON, KARLIE ANNE;2021;PERFUMERIAS AVENIDA;25.0;21.37;7.4;0.92;1.52;0.61;1.64;3.92;0.42;0.64;0.8;0.8;0.28;2.84;3.12;1.2;1.04;0.48;0.16;0.04;0.0;2.12;1.08;8.36
PALMA JORGE, ANA MARIA;2024;CADI LA SEU;29.0;21.37;2.79;0.86;2.72;0.32;0.28;1.1;0.25;0.24;0.24;1.0;1.86;3.9;5.76;0.97;0.48;0.93;0.14;0.1;0.0;1.24;0.79;6.07
ELONU, ADAORA NNENNA;2017;PERFUMERIAS AVENIDA;26.0;21.36;10.38;4.23;7.31;0.58;0.04;0.19;0.2;1.81;2.12;0.85;1.15;2.23;3.38;1.35;1.08;1.31;0.5;0.35;0.0;2.04;2.08;11.54
GULICH, MARIE ISABELLE;2022;VALENCIA B.C.;30.0;21.34;7.53;2.47;5.03;0.49;0.57;1.97;0.29;0.9;1.33;0.68;1.73;3.33;5.07;1.43;0.7;2.0;1.03;0.1;0.0;2.13;1.93;9.17
PEA JUBANY, LAURA;2017;"[""SNATT'S FEMENI SANT ADRIA""]";26.0;21.33;4.81;1.19;3.88;0.31;0.62;2.54;0.24;0.58;1.08;0.54;0.38;1.58;1.96;1.69;1.15;1.96;0.0;0.19;0.0;1.27;1.23;2.31
MADU, NDIDI AWELE;2014;CADI LA SEU;13.0;21.32;6.31;2.62;6.46;0.4;0.0;0.0;0.0;1.08;1.38;0.78;2.23;3.54;5.77;0.46;0.92;1.77;0.38;0.38;0.0;2.46;1.15;6.23
GUSTAVSSON, ELIN JELENA;2017;EMBUTIDOS PAJARIEL BEMBIBRE PDM;26.0;21.31;7.23;1.77;4.15;0.43;0.92;2.81;0.33;0.92;1.08;0.86;1.23;3.58;4.81;0.35;0.5;0.96;0.15;0.27;0.0;1.73;1.27;6.92
PEA JUBANY, LAURA;2019;CADI LA SEU;21.0;21.31;4.19;1.1;3.19;0.34;0.48;1.38;0.34;0.57;0.81;0.71;0.33;1.9;2.24;2.95;0.76;1.57;0.05;0.1;0.0;1.71;1.57;5.14
JUANES HERNANDEZ, YOLANDA;2000;C.B.N.;23.0;21.3;9.83;2.26;4.3;0.53;1.13;3.3;0.34;1.91;2.43;0.79;0.26;2.22;2.48;1.0;1.43;1.26;0.0;0.22;0.0;1.91;2.26;8.87
DUBLJEVIC, JELENA;2007;RIVAS FUTURA;26.0;21.3;10.15;3.73;6.62;0.56;0.04;0.38;0.1;2.58;2.96;0.87;1.04;3.35;4.38;1.5;0.96;1.62;0.0;0.23;0.0;2.31;2.73;11.96
HRISTOVA, BORISLAVA;2024;SPAR GIRONA;30.0;21.3;9.77;2.37;4.8;0.49;1.17;2.87;0.41;1.53;1.77;0.87;0.53;2.13;2.67;1.53;0.73;1.67;0.07;0.13;0.03;1.43;1.73;9.03
IBARBURU ACHAGA, NEREA;1998;POPULAR BASQUET GODELLA;24.0;21.29;5.58;1.58;3.54;0.45;0.29;1.04;0.28;1.54;2.79;0.55;0.33;1.92;2.25;0.75;1.42;1.58;0.04;0.0;0.0;1.75;2.12;4.88
JORDANA BOFILL, NOEMI;2004;ROS CASARES VALENCIA;26.0;21.29;5.69;1.12;2.15;0.52;0.96;2.81;0.34;0.58;0.85;0.68;0.19;0.77;0.96;1.73;1.08;1.19;0.0;0.12;0.0;1.5;1.65;5.15
REZAN, MARIJA;2013;PERFUMERIAS AVENIDA;22.0;21.29;8.32;3.45;6.82;0.51;0.0;0.0;0.0;1.41;1.68;0.84;2.18;4.91;7.09;0.91;0.77;1.32;0.77;0.23;0.0;2.0;1.82;12.5
WILLIAMS, BROOQUE CHRISTIA;2022;LOINTEK GERNIKA BIZKAIA;28.0;21.29;9.89;2.68;5.64;0.47;0.86;2.29;0.38;1.96;2.32;0.85;1.04;2.32;3.36;1.39;1.14;1.79;0.07;0.18;0.04;1.96;2.25;9.61
FINGALL, NADIA ANGELIQUE;2024;VALENCIA B.C.;29.0;21.29;8.03;2.34;4.52;0.52;0.66;2.52;0.26;1.38;1.93;0.71;2.03;3.24;5.28;1.24;0.86;0.79;0.31;0.14;0.0;1.79;1.59;10.14
KONE, SIKA;2024;PERFUMERIAS AVENIDA;30.0;21.29;12.7;5.07;7.83;0.65;0.07;0.23;0.29;2.37;2.77;0.86;2.1;4.53;6.63;0.57;0.77;1.93;0.17;0.17;0.0;1.4;3.57;17.73
FERNANDEZ FARRES, MARTA;2013;PERFUMERIAS AVENIDA;21.0;21.28;7.62;2.86;5.76;0.5;0.33;1.52;0.22;0.9;1.05;0.86;0.38;0.81;1.19;2.29;0.81;1.81;0.33;0.38;0.0;0.71;1.29;6.38
CARRERA QUINTANA, RAQUEL;2019;RPK ARASKI;22.0;21.28;6.0;2.27;5.27;0.43;0.14;0.36;0.38;1.05;1.59;0.66;1.0;3.55;4.55;0.86;1.27;1.05;0.77;0.14;0.0;2.05;1.82;8.27
LEWIS, KALEENA JORDAN;2019;CAMPUS PROMETE;10.0;21.28;4.9;1.1;2.8;0.39;0.7;3.0;0.23;0.6;0.7;0.86;0.5;1.8;2.3;0.7;0.4;1.6;0.1;0.0;0.0;1.8;0.8;1.7
DONGUE, LEIA TANIA DO BASTIAO;2017;LOINTEK GERNIKA BIZKAIA;11.0;21.27;12.55;4.64;8.55;0.54;0.18;1.55;0.12;2.73;4.36;0.62;1.45;3.64;5.09;0.73;0.73;3.0;0.27;0.55;0.0;2.73;3.55;9.73
OMA GIRALT, HELENA;2023;CASADEMONT ZARAGOZA;7.0;21.27;6.29;1.43;4.71;0.3;0.86;3.43;0.25;0.86;0.86;1.0;1.0;2.57;3.57;1.14;1.29;0.86;0.0;0.0;0.0;1.29;1.0;5.29
TUNSTULL, JEWEL JOYCE DIAMNOD;2023;IDK EUSKOTREN;28.0;21.27;7.32;2.54;5.46;0.46;0.18;0.5;0.36;1.71;2.11;0.81;1.46;3.79;5.25;0.82;0.46;1.86;0.36;0.25;0.0;1.39;2.5;9.82
DOMINGUEZ FERNANDEZ, SILVIA;2020;PERFUMERIAS AVENIDA;28.0;21.26;5.79;1.0;2.32;0.43;1.11;2.46;0.45;0.46;0.57;0.81;0.36;1.46;1.82;3.75;0.75;1.46;0.0;0.11;0.0;1.43;1.18;7.61
GOMES DA SILVA, SOFIA CAROLINA;2021;DURÁN MAQUINARIA ENSINO;30.0;21.26;7.2;2.77;5.67;0.49;0.07;0.2;0.33;1.47;2.57;0.57;1.57;3.0;4.57;0.57;0.53;1.7;0.13;0.07;0.0;2.57;2.17;6.77
ESCOBAR MARTINEZ, ESTHER;2001;CBN;16.0;21.25;4.69;1.62;4.94;0.33;0.0;0.0;0.0;1.44;2.31;0.62;1.69;1.31;3.0;0.56;0.69;2.5;0.19;0.38;0.0;2.0;1.88;1.94
MILTON, DELISHA LACHELL;2004;UNIVERSITAT DE BARCELONA - F.C. BARCELONA;4.0;21.25;10.5;4.5;8.25;0.55;0.0;1.0;0.0;1.5;1.5;1.0;2.75;5.5;8.25;1.5;0.5;2.25;0.5;0.0;0.0;4.25;1.75;11.75
PASCUA SUAREZ, MARA LUCILA;2004;MANN FILTER ZARAGOZA;26.0;21.25;6.88;2.77;6.42;0.43;0.15;0.92;0.17;0.88;1.88;0.47;1.58;5.0;6.58;0.54;0.62;1.81;0.46;0.19;0.0;2.77;2.12;7.0
PASCUA SUAREZ, MARA LUCILA;2017;MANN-FILTER;26.0;21.25;5.23;2.19;5.31;0.41;0.0;0.04;0.0;0.85;1.46;0.58;1.73;5.08;6.81;0.92;0.38;1.42;0.35;0.15;0.0;2.35;1.92;7.92
VAN DEN ADEL, NATALIE ISABELLE;2020;DURAN MAQUINARIA ENSINO;26.0;21.25;4.73;1.04;2.58;0.4;0.58;1.54;0.38;0.92;1.15;0.8;0.38;1.62;2.0;1.23;0.38;1.31;0.12;0.04;0.0;1.5;1.5;4.42
JIMENEZ GALINDO, ANNA ISABEL;1999;C.B. STA. ROSA DE LIMA;26.0;21.23;5.42;1.15;2.58;0.45;0.65;2.08;0.31;1.15;1.65;0.7;0.15;0.46;0.62;0.62;1.31;1.12;0.08;0.12;0.0;2.77;0.85;1.54
LYON, MARGARET HELEN;2016;STAR CENTER-UNI FERROL;11.0;21.23;8.55;1.55;3.55;0.44;1.45;4.73;0.31;1.09;1.27;0.86;0.91;2.09;3.0;0.55;0.73;0.73;0.36;0.18;0.0;1.45;1.0;6.36
MESTDAGH, KIM;2017;PERFUMERIAS AVENIDA;16.0;21.23;7.44;1.06;2.56;0.41;1.56;4.44;0.35;0.62;0.69;0.91;0.94;1.31;2.25;1.56;1.5;0.88;0.12;0.12;0.0;1.75;1.12;6.81
MONTOLIU MATIAS, MARTA;2017;CADI LA SEU;26.0;21.23;4.73;1.42;3.65;0.39;0.42;1.77;0.24;0.62;0.92;0.67;0.77;1.77;2.54;1.77;1.27;1.42;0.04;0.04;0.0;0.35;1.5;6.15
VAN MALDEREN, LAURENCE;2004;ACIS-SUFI LEON;13.0;21.22;5.31;2.46;6.15;0.4;0.0;0.31;0.0;0.38;0.54;0.71;1.46;3.08;4.54;1.23;0.15;1.46;0.62;0.0;0.0;2.23;1.15;5.15
BOADA XAIRO, HELENA;2009;C.B. OLESA - ESPANYOL;26.0;21.22;8.15;2.58;5.04;0.51;0.5;1.96;0.25;1.5;2.38;0.63;0.54;1.81;2.35;1.54;1.15;2.46;0.04;0.38;0.0;1.85;3.0;6.73
VITOLA, KRISTINE;2019;PERFUMERIAS AVENIDA;22.0;21.22;8.14;3.05;6.14;0.5;0.09;0.64;0.14;1.77;2.27;0.78;1.73;3.14;4.86;1.09;1.27;1.36;0.36;0.18;0.0;1.5;2.41;10.95
GATLING, MARKEISHA CHERTE;2024;CASADEMONT ZARAGOZA;17.0;21.22;12.53;5.41;8.94;0.61;0.0;0.06;0.0;1.71;2.12;0.81;2.12;3.35;5.47;0.82;0.24;1.94;0.0;0.18;0.0;2.82;1.94;12.24
REVUELTO SNCHEZ-AGUILERA, MARIA;2009;HONDARRIBIA - IRÚN;12.0;21.21;6.92;1.58;4.0;0.4;0.92;2.17;0.42;1.0;1.33;0.75;0.25;2.0;2.25;1.33;1.58;2.0;0.17;0.0;0.0;2.17;2.58;6.67
RILEY, RUTH ELLEN;2008;RIVAS ECÓPOLIS;13.0;21.2;5.85;2.54;5.62;0.45;0.0;0.0;0.0;0.77;1.31;0.59;1.38;3.38;4.77;1.62;0.54;1.77;0.92;0.08;0.0;3.46;2.08;6.85
GALILEA ANDRES, NAIARA;2014;CAMPUS PROMETE;24.0;21.2;5.96;0.92;2.42;0.38;1.0;3.04;0.33;1.12;1.58;0.71;0.46;2.25;2.71;1.62;0.83;1.92;0.0;0.42;0.0;2.83;2.17;4.12
MACK, NATASHA NICOLE;2024;SPAR GIRONA;11.0;21.2;9.73;4.36;7.36;0.59;0.0;0.0;0.0;1.0;1.82;0.55;2.09;4.27;6.36;0.82;0.73;1.36;1.18;0.0;0.0;1.73;1.45;13.36
NAJERA CAMACHO, MARIA CARMEN;2000;ANDALUCIA SOLO HAY UNA;26.0;21.19;3.69;0.73;2.15;0.34;0.54;0.92;0.58;0.62;0.85;0.73;0.38;1.62;2.0;0.46;1.08;2.5;0.0;0.12;0.0;2.27;0.96;1.27
JORDANA BOFILL, NOEMI;2001;REAL CLUB CELTA BANCO SIMEON;26.0;21.19;7.19;2.15;4.19;0.51;0.69;2.08;0.33;0.81;1.27;0.64;0.08;1.35;1.42;0.38;0.92;1.69;0.04;0.0;0.0;1.58;2.15;4.96
VEGA REBORA, GISELA VERONICA;2002;EXTRUGASA MUEBLES CARBALLO;16.0;21.19;7.56;3.19;6.75;0.47;0.0;0.19;0.0;1.19;2.06;0.58;1.38;3.31;4.69;0.44;0.94;1.88;0.25;0.19;0.0;2.25;2.38;7.31
REVUELTO SNCHEZ-AGUILERA, MARIA;2012;UNB OBENASA;20.0;21.19;5.05;0.95;4.0;0.24;0.8;2.35;0.34;0.75;1.15;0.65;0.95;3.05;4.0;0.85;1.15;2.0;0.1;0.15;0.0;2.5;2.2;3.7
N'DIAYE, DJENEBA;2020;SPAR GRAN CANARIA;30.0;21.19;7.63;1.83;3.8;0.48;0.93;3.13;0.3;1.17;2.4;0.49;0.43;1.43;1.87;0.8;1.0;1.0;0.03;0.07;0.0;1.8;1.77;4.9
DE SOUZA MACHADO, ERIKA CRISTINA;2008;CIUDAD ROS CASARES;21.0;21.18;14.24;6.24;10.05;0.62;0.0;0.0;0.0;1.76;2.71;0.65;2.86;5.57;8.43;0.57;1.38;1.14;1.19;0.14;0.0;2.24;2.62;20.14
FERNANDEZ FARRES, MARTA;2010;CIUDAD ROS CASARES VALENCIA;26.0;21.18;10.38;3.5;6.62;0.53;0.65;1.65;0.4;1.42;1.96;0.73;0.62;1.27;1.88;1.81;1.15;1.65;0.27;0.27;0.0;1.04;1.31;9.19
LLORENTE, VICTORIA;2021;MOVISTAR ESTUDIANTES;11.0;21.17;6.64;2.64;6.0;0.44;0.27;0.45;0.6;0.55;0.73;0.75;1.27;2.27;3.55;0.91;0.45;1.36;0.0;0.0;0.0;2.09;2.0;6.36
DE SOUZA MACHADO, ERIKA CRISTINA;2007;CIUDAD ROS CASARES VALENCIA;15.0;21.16;9.53;4.33;8.0;0.54;0.0;0.0;0.0;0.87;1.67;0.52;2.73;4.2;6.93;0.67;1.2;1.6;0.87;0.27;0.0;2.67;1.6;11.8
DUBLJEVIC, JELENA;2011;RIVAS ECOPOLIS;8.0;21.16;10.75;3.5;6.62;0.53;0.25;0.75;0.33;3.0;3.25;0.92;1.5;2.25;3.75;1.38;0.38;2.88;0.25;0.0;0.0;2.62;2.88;10.0
KALIN, MARIANNE FANNY;2023;BAXI FERROL;30.0;21.16;2.27;0.93;2.53;0.37;0.03;0.1;0.33;0.3;0.67;0.45;0.7;1.53;2.23;0.5;0.6;0.87;0.03;0.13;0.03;2.33;1.2;1.6
GUIRANTES, ARELLA KARIN;2024;PERFUMERIAS AVENIDA;11.0;21.16;9.64;2.18;6.09;0.36;0.82;2.45;0.33;2.82;3.0;0.94;0.82;1.64;2.45;1.64;0.82;2.0;0.27;0.0;0.0;1.55;2.36;7.91
DIAZ ALBAR, CRISTINA;1998;FEMENINO TRES CANTOS;26.0;21.15;3.65;0.65;2.0;0.33;0.42;1.12;0.38;1.08;1.85;0.58;0.42;1.27;1.69;1.35;1.0;1.88;0.04;0.27;0.0;2.08;1.92;2.62
RAMIREZ, CAITLYN BROOK;2017;CADI LA SEU;25.0;21.13;11.56;2.96;5.2;0.57;1.24;3.6;0.34;1.92;2.64;0.73;1.16;4.08;5.24;0.76;1.2;1.84;0.4;0.2;0.0;2.12;2.64;12.32
LO SYLLA, NOGAYE;2020;LOINTEK GERNIKA BIZKAIA;29.0;21.13;9.21;3.45;5.79;0.6;0.28;1.1;0.25;1.48;2.07;0.72;1.59;3.52;5.1;1.1;0.86;1.31;0.62;0.24;0.03;2.07;2.34;12.1
CEBRIAN SCHEURER, ELISABET;2004;UNIVERSITAT DE BARCELONA - F.C. BARCELONA;26.0;21.12;5.23;2.08;5.31;0.39;0.04;0.27;0.14;0.96;1.77;0.54;1.15;4.88;6.04;0.92;0.73;1.81;1.12;0.15;0.0;2.58;2.15;7.38
ASURMENDI VILLAVERDE, MARIA DEL CARMEN;2017;PERFUMERIAS AVENIDA;25.0;21.11;5.36;0.48;1.16;0.41;1.32;3.84;0.34;0.44;0.52;0.85;0.36;1.68;2.04;2.32;1.04;1.4;0.0;0.04;0.0;1.28;1.0;5.76
DA SILVA, KATIA;2007;EXTRUGASA;26.0;21.1;6.42;2.5;4.88;0.51;0.0;0.0;0.0;1.42;2.31;0.62;1.62;3.58;5.19;1.08;0.81;1.46;0.12;0.08;0.0;2.19;2.54;9.15
PUJOL LLUCH, ARIADNA;2020;CADI LA SEU;27.0;21.1;7.85;2.44;4.7;0.52;0.3;1.37;0.22;2.07;3.3;0.63;0.93;2.52;3.44;1.67;0.7;1.22;0.04;0.15;0.0;1.26;3.85;10.52
MOORE, MAYA APRIL;2011;CIUDAD ROS CASARES VALENCIA;15.0;21.08;11.93;3.27;6.6;0.49;1.4;2.6;0.54;1.2;1.47;0.82;1.93;2.47;4.4;3.53;1.67;1.93;0.67;0.0;0.0;1.87;1.6;15.2
TRAORE, AYA;2014;MANN-FILTER;2.0;21.08;6.5;2.5;7.5;0.33;0.0;3.0;0.0;1.5;2.0;0.75;0.5;2.5;3.0;0.0;0.5;1.0;0.0;0.5;0.0;1.5;2.5;1.0
WHALEN, ERIN PATRICIA;2023;IDK EUSKOTREN;30.0;21.08;7.93;1.5;4.2;0.36;1.33;3.97;0.34;0.93;1.17;0.8;0.87;2.57;3.43;0.57;0.53;1.5;0.0;0.23;0.0;2.13;1.77;5.03
VILARO ARAGONES, ANDREA;2016;CADI LA SEU;26.0;21.07;5.85;1.31;2.46;0.53;0.77;2.73;0.28;0.92;1.15;0.8;1.12;2.5;3.62;1.69;1.31;1.46;0.12;0.04;0.0;2.0;1.69;7.42
ROSSET, MACARENA;2017;CADI LA SEU;10.0;21.07;7.0;1.7;4.6;0.37;0.6;2.0;0.3;1.8;1.9;0.95;0.6;1.9;2.5;2.4;0.6;1.7;0.0;0.4;0.0;1.3;2.0;6.7
CIOCAN, PAULA CRISTINA;2005;YAYA MARÍA PORTA XI;9.0;21.06;6.89;2.0;4.33;0.46;0.67;2.11;0.32;0.89;1.22;0.73;0.56;2.89;3.44;2.33;0.78;2.56;0.22;0.0;0.0;3.0;1.44;5.44
DELGADO PONTES, MARINA;2011;RC CELTA BALONCESTO;23.0;21.06;5.91;2.0;4.48;0.45;0.17;0.74;0.24;1.39;1.61;0.86;0.57;1.48;2.04;1.22;1.13;2.35;0.0;0.17;0.0;2.57;2.04;4.0
VIVAS SACRAMENTO, ELISABET;2012;C.B. BEMBIBRE PDM;20.0;21.06;4.9;0.85;2.7;0.31;0.95;3.1;0.31;0.35;0.55;0.64;0.75;1.35;2.1;1.6;0.4;1.25;0.2;0.25;0.0;2.55;0.8;1.75
BRADFORD, CRYSTAL ERIN;2023;LOINTEK GERNIKA BIZKAIA;14.0;21.06;12.21;3.36;6.64;0.51;1.07;3.79;0.28;2.29;3.07;0.74;1.21;5.36;6.57;1.21;1.36;2.43;0.36;0.14;0.0;1.86;2.93;13.57
PENDANDE MENDES, MARIA DOLORES;2023;BARÇA CBS;30.0;21.04;8.63;2.8;5.67;0.49;0.0;0.13;0.0;3.03;3.67;0.83;1.77;2.9;4.67;0.67;0.57;2.5;0.33;0.27;0.0;2.73;3.6;9.6
DIALLO DIENG, UMO DIALLO;2021;MOVISTAR ESTUDIANTES;30.0;21.03;6.8;2.97;6.13;0.48;0.0;0.0;0.0;0.87;1.27;0.68;1.2;2.4;3.6;0.67;0.27;1.53;0.33;0.1;0.0;2.03;1.93;6.47
ZURRO ALFONSO, MARTA;2005;HONDARRIBIA - IRÚN;9.0;21.01;6.33;2.67;6.89;0.39;0.0;0.0;0.0;1.0;1.78;0.56;3.0;3.0;6.0;0.89;0.67;1.78;0.11;0.44;0.0;2.11;2.22;6.89
NASCIMENTO, FRANCIELE APARECIDA;2007;MANN FILTER ZARAGOZA;13.0;21.01;8.92;2.92;7.46;0.39;0.23;0.46;0.5;2.38;3.62;0.66;1.92;3.38;5.31;0.54;0.31;2.62;0.46;0.0;0.0;1.69;2.69;7.92
PEREZ CAPARROS, ROSA;2008;CLUB BALONCESTO FEVE SAN JOSE;26.0;21.01;5.46;0.42;1.65;0.26;1.38;3.35;0.41;0.46;0.73;0.63;0.31;1.04;1.35;1.73;0.85;1.23;0.0;0.12;0.0;0.85;0.92;4.65
DAVIS, CHELSEA MARIA;2015;EMBUTIDOS PAJARIEL BEMBIBRE PDM;25.0;21.01;7.84;3.44;6.92;0.5;0.0;0.44;0.0;0.96;1.24;0.77;1.28;2.84;4.12;0.8;0.96;1.4;0.32;0.28;0.0;2.16;1.72;7.72
MINGO, TAYLER MICHELLE;2015;SPAR CITYLIFT GIRONA;19.0;21.01;4.84;1.21;3.26;0.37;0.63;1.84;0.34;0.53;1.05;0.5;0.58;2.32;2.89;0.95;1.21;1.11;0.11;0.21;0.0;1.68;1.42;4.63
DONAIRE MALVELADA, ELSA;2000;SALAMANCA HALCON VIAJES;23.0;21.0;2.52;0.87;1.83;0.48;0.09;0.3;0.29;0.52;0.91;0.57;0.87;2.78;3.65;1.17;1.04;0.96;0.39;0.13;0.0;2.22;0.96;4.87
TEMNIK, KATJA;2005;EBE PROMOCIONES-PDV STA.EULALIA;26.0;21.0;4.19;1.54;4.27;0.36;0.04;0.15;0.25;1.0;2.04;0.49;1.15;2.12;3.27;0.81;0.69;1.19;0.23;0.27;0.0;2.5;1.88;3.23
CAZORLA MEDINA, MARIA TERESA;2019;PERFUMERIAS AVENIDA;22.0;21.0;5.68;0.91;1.95;0.47;1.14;2.95;0.38;0.45;0.77;0.59;0.27;0.82;1.09;2.14;1.05;1.41;0.05;0.14;0.0;1.32;1.09;5.05
ALARCON OTERO, TXELL;2021;CAMPUS PROMETE;30.0;21.0;4.77;0.93;2.63;0.35;0.73;2.13;0.34;0.7;1.0;0.7;0.57;1.33;1.9;0.77;0.47;0.7;0.03;0.07;0.0;1.8;1.27;3.3
MASSEY, BECKY ERNA;2022;MOVISTAR ESTUDIANTES;30.0;21.0;6.57;1.97;4.47;0.44;0.57;1.97;0.29;0.93;1.2;0.78;0.77;2.3;3.07;1.73;0.3;1.63;0.3;0.2;0.0;1.93;1.67;5.9
PALENIKOVA, TEREZIA;2021;INNOVA-TSN LEGANÉS;28.0;20.99;6.71;1.96;4.64;0.42;0.75;2.96;0.25;0.54;0.68;0.79;0.32;1.75;2.07;1.29;0.68;1.36;0.0;0.11;0.0;0.96;0.89;4.29
ZEC, KATARINA;2021;KUTXABANK ARASKI;30.0;20.98;7.17;1.33;3.3;0.4;1.17;3.93;0.3;1.0;1.27;0.79;0.57;1.9;2.47;0.67;0.37;1.3;0.03;0.1;0.0;2.0;1.33;3.73
OUVIA MODREGO, CRISTINA;2023;VALENCIA B.C.;28.0;20.98;3.14;0.75;3.04;0.25;0.36;2.18;0.16;0.57;0.71;0.8;0.61;2.25;2.86;3.39;1.64;1.04;0.0;0.04;0.0;1.61;1.46;5.61
PARIS, COURTNEY LYNNE;2010;RIVAS ECOPOLIS;26.0;20.97;9.62;4.12;7.69;0.54;0.0;0.0;0.0;1.38;2.42;0.57;3.38;5.38;8.77;0.46;0.58;1.12;0.62;0.19;0.0;2.58;1.85;13.38
PIRSIC, SANDRA;2011;PALACIO DE CONGRESOS DE IBIZA;25.0;20.97;5.56;2.08;4.08;0.51;0.0;0.04;0.0;1.4;2.0;0.7;1.96;3.36;5.32;0.48;0.48;2.44;0.56;0.32;0.0;2.2;2.32;7.12
BETTENCOURT CORREIA, MARIA JOAO;2015;C.R.E.F. ¡HOLA!;19.0;20.95;5.32;1.26;3.42;0.37;0.79;2.63;0.3;0.42;0.74;0.57;0.37;1.58;1.95;1.0;0.95;1.95;0.0;0.11;0.0;2.21;1.11;1.74
MARAL, PALMIRA CRISTINA;2007;C.B. OLESA - ESPANYOL;23.0;20.93;3.87;0.65;1.91;0.34;0.43;2.35;0.19;1.26;2.0;0.63;0.48;2.04;2.52;1.43;0.65;1.57;0.0;0.26;0.0;2.87;1.87;1.74
